"CUSTOMERNAME","Cluster"
"Osaka Souveniers Co.","cluster_0"
"Collectable Mini Designs Co.","cluster_0"
"Royal Canadian Collectables, Ltd.","cluster_3"
"The Sharp Gifts Warehouse","cluster_3"
"Euro Shopping Channel","cluster_3"
"La Rochelle Gifts","cluster_3"
"Norway Gifts By Mail, Co.","cluster_3"
"Bavarian Collectables Imports, Co.","cluster_0"
"Mini Classics","cluster_3"
"giftsbymail.co.uk","cluster_0"
"Rovelli Gifts","cluster_0"
"Tokyo Collectables, Ltd","cluster_0"
"Auto-Moto Classics Inc.","cluster_3"
"Souveniers And Things Co.","cluster_0"
"Oulu Toy Supplies, Inc.","cluster_3"
"Euro Shopping Channel","cluster_0"
"Reims Collectables","cluster_0"
"Tekni Collectables Inc.","cluster_3"
"L'ordine Souveniers","cluster_0"
"Rovelli Gifts","cluster_3"
"Salzburg Collectables","cluster_3"
"Gift Ideas Corp.","cluster_3"
"Mini Creations Ltd.","cluster_3"
"Toys of Finland, Co.","cluster_3"
"Scandinavian Gift Ideas","cluster_3"
"Alpha Cognac","cluster_3"
"Double Decker Gift Stores, Ltd","cluster_3"
"Enaco Distributors","cluster_3"
"Men 'R' US Retailers, Ltd.","cluster_3"
"Collectable Mini Designs Co.","cluster_3"
"Cambridge Collectables Co.","cluster_3"
"Euro Shopping Channel","cluster_3"
"Collectables For Less Inc.","cluster_3"
"Royal Canadian Collectables, Ltd.","cluster_3"
"Bavarian Collectables Imports, Co.","cluster_3"
"Classic Gift Ideas, Inc","cluster_3"
"giftsbymail.co.uk","cluster_3"
"Land of Toys Inc.","cluster_0"
"Tokyo Collectables, Ltd","cluster_3"
"Auto-Moto Classics Inc.","cluster_3"
"Souveniers And Things Co.","cluster_3"
"Oulu Toy Supplies, Inc.","cluster_3"
"Euro Shopping Channel","cluster_0"
"Reims Collectables","cluster_3"
"The Sharp Gifts Warehouse","cluster_3"
"Australian Collectables, Ltd","cluster_3"
"Danish Wholesale Imports","cluster_3"
"Dragon Souveniers, Ltd.","cluster_3"
"Stylish Desk Decors, Co.","cluster_3"
"Mini Gifts Distributors Ltd.","cluster_3"
"Euro Shopping Channel","cluster_0"
"Scandinavian Gift Ideas","cluster_3"
"CAF Imports","cluster_3"
"Mini Creations Ltd.","cluster_3"
"Enaco Distributors","cluster_3"
"Saveley & Henriot, Co.","cluster_0"
"Collectable Mini Designs Co.","cluster_3"
"giftsbymail.co.uk","cluster_3"
"Land of Toys Inc.","cluster_3"
"Quebec Home Shopping Network","cluster_3"
"Petit Auto","cluster_3"
"Royal Canadian Collectables, Ltd.","cluster_3"
"Amica Models & Co.","cluster_3"
"AV Stores, Co.","cluster_3"
"La Rochelle Gifts","cluster_3"
"Danish Wholesale Imports","cluster_0"
"Classic Legends Inc.","cluster_0"
"Euro Shopping Channel","cluster_3"
"Oulu Toy Supplies, Inc.","cluster_0"
"Euro Shopping Channel","cluster_1"
"Alpha Cognac","cluster_3"
"Gifts4AllAges.com","cluster_0"
